brewery_name,address,categories,city,country,zip_code,state,Name,lat,long
Bootleggers Home Made Wine,903 Parkway,"Winery, Wine Bar, and Brewery",Gatlinburg,US,37738,TN,Tennessee,,
Boscos Squared,2120 Madison Ave,"Restaurants, Brewers, Wineries",Memphis,US,38104,TN,Tennessee,35.136913,-89.990516
Brew Ha Ha,968 Parkway,Brewery,Gatlinburg,US,37738,TN,Tennessee,,
Brew House Tn,106 Reynolds Rd,"shop, canopy, mini blinds, venetian blinds, vertical blinds, etc., Brewers, awning, retail, draperies, curtains, & window treatments",Franklin,US,"37064, 37064-2926",TN,Tennessee,35.927499,-86.854012
Brewhouse South,1855 Galleria Blvd,"American Restaurant, Restaurant, Brewery, Bar, Brewery, Bar, and American Restaurant",Franklin,US,37067,TN,Tennessee,35.95319771,-86.81332807
Brewsboro,The Ave,Beer Garden and Brewery,Murfreesboro,US,37129,TN,Tennessee,,
Broadway Brewhouse,317 Broadway (btw 3rd & 4th Ave S),"Brewery, Burger Joint, Bar",Nashville,US,37201,TN,Tennessee,36.16109133,-86.7764
Broadway Brewhouse West,7108 Charlotte Pike,"Bar and Brewery, Brewery, Bar, bank",Nashville,US,37209,TN,Tennessee,,
Broken Oak Brewing,4295 Cromwell Rd,Brewers,Chattanooga,US,37421,TN,Tennessee,35.065976,-85.196186
Budweiser of Memphis,45 W Eh Crump Blvd,"Beer & Ale-Wholesale & Manufacturers, Winemaking Equipment & Supplies, Beverages-Distributors & Bottlers, Brewer Equipment Supplies & Services, Beer & Ale, Beverages Retail, Beer & Ale Distributors, Beer & Ale Retail",Memphis,US,38106,TN,Tennessee,35.124475,-90.062881
Charming Betty Brewing,501 S Maple St,Beer Garden and Brewery,Maryville,US,37803,TN,Tennessee,,
Chattanooga Brewing Co,109 Frazier Ave,Brewers,Chattanooga,US,37405,TN,Tennessee,35.06254,-85.306916
Coca Cola North America,1328 E 42nd St,"Bottlers, Beverage Manufacturers, Breweries",Chattanooga,US,37407,TN,Tennessee,34.994147,-85.296202
Corner Pub Between The Lakes,4136 N Mount Juliet Rd,"American Restaurants, Bars & Pubs, Breweries",Mount Juliet,US,37122,TN,Tennessee,36.228817,-86.514013
Corner Pub Between The Lakes Mt Juliet,200 Pleasant Grove Rd,"Brewers, Bars & Pubs",Mt Juliet,US,37122,TN,Tennessee,36.174136,-86.516831
Corsair Artisan,601 Merritt Ave,",  etc., manufacturing, Home,  pamphlets,  And Allied Industries, Printing, Bars & Pubs, Restaurants, assembly, Other Chemical Manufacturers, Breweries, retail goods, Alcoholic Beverages Wholesale & Manufacturers, fabricating, Bookbinding and related work,  Publishing, wholesale, Binding only: books, Distilled Water Wholesale, Nashville, Tennessee,  magazines",Nashville,US,37203,TN,Tennessee,36.139714,-86.770159
Countryside Vineyards & Winery,658 Henry Harr Rd,"Air Fresheners, Vineyards, Deordorant, Wineries & Vineyards, Food & Drink, Brewers, Soap, Wineries, Glue",Blountville,US,37617,TN,Tennessee,36.521293,-82.418674
"Crafty Bastard Brewing, Crafty Bastard Brewery",6 Emory Pl,"Food & Drink, Brewery, Breweries",Knoxville,US,37917,TN,Tennessee,35.974354,-83.92232
"Czann's Brewing Co Llc, Czann's Brewing Company",505 Lea Ave,"Brewers, Brewery",Nashville,US,37203,TN,Tennessee,36.153461,-86.774017
Davy Crocketts Tennessee Whiskey,650 Parkway,Whisky Bar and Brewery,Gatlinburg,US,37738,TN,Tennessee,35.71257,-83.51531
Embers Tavern & Grille,2513 Hospitality Ln,"Barbecue, Breweries & Brew Pubs, Restaurants, Bar & Grill Restaurants",Columbia,US,38401-0216,TN,Tennessee,,
English Mountain Spring Water,3161 Highway 411,"Wholesale Foods, Breweries",Dandridge,US,37725,TN,Tennessee,35.947046,-83.294485
Ferment Station Inc,8805 Kingston Pike,"Brewer Equipment Supplies & Services, Breweries",Knoxville,US,37923,TN,Tennessee,35.917178,-84.074059
Frugal Macdoogal,701 Division St,"Beverage Manufacturers, Liquor Store, Wine Making Equipment & Supplies, Breweries, Wine Shop, Liquor Stores, Wine Stores",Nashville,US,37203,TN,Tennessee,36.1493507,-86.7780893
Fun Treats Inc,525 Industrial Dr S W,"Ice Cream and Frozen Desserts, Fruit & Vegetable Juices, Beverage Manufacturers,  Frozen, (1), Food, Cleveland, Juices, Breweries, Cleveland Fruit Pops,  TN",Cleveland,US,"37311, 37311-8263",TN,Tennessee,35.12721,-84.90522
Genesis Home For The Homeless,300 N Bellevue Blvd,"Intermediate Care Facilities, health care, Memphis Intermediate Care Facilities, Healthcare, U.S., mental, Drug Abuse Treatment, Homeless Shelters, Brewers, hospital,  TN, Memphis",Memphis,US,38105,TN,Tennessee,35.147388,-90.020151
Ghost River Brewery,827 S Main St,Brewery,Memphis,US,38106,TN,Tennessee,,
Grand Cleaners Franklin,9040 Carothers Pkwy,"Dry Cleaners, Brewers, Restaurants, Wineries",Franklin,US,37067,TN,Tennessee,35.962601,-86.801401
Handlebar & Grill,8310 E Andrew Johnson Hwy,"Cocktail Lounges, Night Clubs Nightclubs Bars & Lounges, Bars & Clubs, Bars & Pubs, Restaurants, Breweries & Brew Pubs, Taverns, Bar & Grill Restaurants, Bars & Grills",Chuckey,US,37641,TN,Tennessee,36.218795,-82.704759
High Cotton Brewing,598 Monroe Ave,"Brewery, Brewery Midtown",Memphis,US,38103,TN,Tennessee,35.14105472,-90.0411467
Hurry Back,2312 Elliston Pl,"American Restaurant, condominium management, real estate buyer brokers & representatives, condominiums, Pub, Brewery, real estate",Nashville,US,37203,TN,Tennessee,36.15117618,-86.80452485
Hutton & Smith Brewing Co.,431 E Ml King Blvd,Brewery,Chattanooga,US,37403,TN,Tennessee,35.04397904,-85.30304624
Hutton Smith Brewing Co,431 E Martin Luther King Blvd Suite120,"Food & Drink, Breweries",Chattanooga,US,37411,TN,Tennessee,35.04411,-85.30304
Jackalope Brewing Company,701 Eighth Ave S,Brewery,Nashville,US,37203,TN,Tennessee,36.15035077,-86.7793107
Jen's Place,1076 N Broadway,"Bars & Clubs, Restaurants, drinking, Bars & Pubs, Portland, TN, Restaurants & Bars, recreation, Portland, Portland Bars, Taverns, Bars / Taverns, food and drink, Brewers,  TN",Portland,US,37148,TN,Tennessee,36.632231,-86.563807
Joyride Nashville,507 2nd Ave S,"Brewery Tours, Private Tours, Tours, Food & Drink",Nashville,US,37210,TN,Tennessee,36.15649,-86.7717
J's (reported Closed),2951 Highway 51 N,Brewers,Covington,US,38019,TN,Tennessee,35.605261,-89.631354
Jubilee Craft Beer Co,3430 Hampton Ave,Brewers,Nashville,US,37215,TN,Tennessee,36.11772,-86.8219
Knox Brew Tours,13051 Sanderling Ln,"Food & Drink, Tours & Activities, Brewery Tours, tour, Tour",Knoxville,US,37922,TN,Tennessee,35.837337,-84.18637
Last Days of Autumn Brewery,808 E Magnolia Ave,"Brew Pubs, Restaurants, Beer & Ale, Brewery",Knoxville,US,37917,TN,Tennessee,35.97602473,-83.91465986
Lefty's Sports Pub,4497 Summer Ave,"beer & beverages, breweries & brew pubs, cocktail lounges, restaurants, bar & grill restaurants, Memphis Tennessee, Venues, Bar",Memphis,US,38122-4122,TN,Tennessee,35.148592,-89.910875
Let's Make Wine,109 E Main St,"Winemaking Equipment & Supplies, Brewer Equipment Supplies & Services",Murfreesboro,US,37130,TN,Tennessee,35.846079,-86.391175
Lil' Ole Winemaker Shoppe,5916 Charlotte Pike,"Business Forms & Systems, plant, auto repair, Winemaking Equipment & Supplies, autos, drycleaning, Brewer Equipment Supplies & Services, repair shop, liquor store",Nashville,US,"37209, 37209.0",TN,Tennessee,36.149134,-86.863635
Lisa's,1595 Lauderdale Memorial Hwy N W,"Associations, Breweries & Brew Pubs, Bar & Grill Restaurants",Charleston,US,37310-6643,TN,Tennessee,,
"Little Harpeth Brewing, Little Harpeth Brewing Llc",30 Oldham St,"Brewers, Brewery",Nashville,US,37213,TN,Tennessee,36.174343,-86.775865
Maggie O'shea's,Memphis International Airport,Pub and Brewery,Memphis,US,38116,TN,Tennessee,,
Mantra Artisan Ales,216 Noah Dr,Brewery,Franklin,US,37064,TN,Tennessee,,
Market Street Tavern,850 Market St,"Breweries & Brew Pubs, Restaurants, Bar & Grill Restaurants",Chattanooga,US,37402-2638,TN,Tennessee,,
"Memphis Made Brewing Co, Memphis Made Brewing",768 S Cooper St,"Brewers, Brewery",Memphis,US,38104,TN,Tennessee,35.124826,-89.990775
"Midtown Corkdorks Wine, Spirits & Beer",1610 Church St,"Liquor Stores, Wine & Distilled Beverages Retail, Beer & Ale Retail, Breweries, Beer & Ale Distributors",Nashville,US,37203,TN,Tennessee,36.15667,-86.79446
Moccasin Bend Brewing Company,3210 Broad St,"Brewery, Beer Garden",Chattanooga,US,37409,TN,Tennessee,35.00750481,-85.32782946
Morrie's Tavern,5147 Easley St,"cocktail lounge restaurants, bar & grill restaurants, Cocktail Lounges, Bars, cocktail lounges, Bars & Clubs, Bars & Pubs, Restaurants, breweries & brew pubs, Bar & Grills, Karaoke Singers, Taverns, Lounges",Millington,US,"38053-2133, 38053",TN,Tennessee,35.341858,-89.891365
Music City Brew Tours,201 5th Ave S,"Food & Drink, Tours, Brewery Tours, Tour",Nashville,US,37201,TN,Tennessee,36.15759,-86.77651
Old Millington Winery,6748 Old Millington Rd,"mfg, , Vineyards, manufacturing, Home, Beverages, Millington, Food And Kindred Products, Wines, Wineries, Millington Wineries,  and Brandy Spirits, wholesale, (1), food, Brewers, Tennessee, Liquor Stores,  Brandy,  TN",Millington,US,38053,TN,Tennessee,35.31035,-89.952865
Ole Shed Brewing Company,516 E Carroll St,"Food & Drink, Breweries",Tullahoma,US,37388,TN,Tennessee,35.36114,-86.19719
O'possum's,2341 Memorial Blvd,"Pub, Brewery, and Restaurant, Restaurant, Pub, Brewery",Murfreesboro,US,37129,TN,Tennessee,35.88718997,-86.38444662
Pj's Pub & Grille,1696 Fairview Blvd E,Brewerybrewery,Fairview,US,37062,TN,Tennessee,,
Pjs Pub & Grille Fairview,1696 Fairview Blvd,"Restaurants, Brewers, Bars & Pubs",Fairview,US,37062,TN,Tennessee,35.991113,-87.092568
Pop A Top Pub,3654 Highway 11 S,"Bars, Cocktail Lounges, Bars & Clubs, Bars & Pubs, Restaurants, Breweries & Brew Pubs, Beer Taverns & Pubs, Cocktail Lounge Restaurants, Bar & Grills, Taverns, Bar & Grill Restaurants, Bars & Grills",Riceville,US,37370,TN,Tennessee,35.391033,-84.688013
Rebel Brewer,105 N,"Winemaking Equipment & Supplies, Brewer Equipment Supplies & Services, E-Commerce",Goodlettsville,US,37072,TN,Tennessee,36.316755,-86.705457
Riverhouse Pub,224 Frazier Ave,"Pubs, Restaurants, Brewers",Chattanooga,US,37405,TN,Tennessee,,
Saw Works Brewing Company,708 E Depot Ave,Brewery,Knoxville,US,37917,TN,Tennessee,35.974923,-83.91467538
Schulz Brau Brewing Company,126 Bernard Ave,Brewery,Knoxville,US,37917,TN,Tennessee,,
Scruffy City Hall,32 Market Sq,"Bar, Brewery, and Music Venue Downtown Knoxville, Bar, Brewery, and Music Venue",Knoxville,US,37902,TN,Tennessee,35.96576737,-83.91972343
Sleepy Owl Brewery,151 E Main St,"Breweries, Food & Drink",Kingsport,US,37660,TN,Tennessee,36.54415,-82.56112
Smith & Lentz,903 Main St,Brewery,Nashville,US,37206,TN,Tennessee,,
Smoky Mountain Brewery,1004 Parkway,"Brewery, Bar, and Rock Club",Gatlinburg,US,37738,TN,Tennessee,,
Southern Grist Brewing Company,1201 Porter Rd,Brewery,Nashville,US,37206,TN,Tennessee,,
Speak Easy,1991 Fort Campbell Blvd,"Bars & Clubs, Bars / Taverns, U.S., Bars & Pubs, Breweries & Brew Pubs, Clarksville Pubs, Beer Taverns & Pubs, Restaurants & Bars, Clarksville,  TN, Taverns, Bar & Grill Restaurants",Clarksville,US,37042,TN,Tennessee,36.593511,-87.416944
Split Rail Bar & Grill The,44 Airport Rd,"Barbecue, Breweries & Brew Pubs, Cocktail Lounges, Gas & Electric Grills, Restaurants",Linden,US,37096-3507,TN,Tennessee,,
Squareone Holding Company,412 Georgia Ave B,Brewers,Chattanooga,US,37403,TN,Tennessee,35.052178,-85.304531
Sumner Crest Winery & Vineyard,5306 Old Highway 52,"Wineries, Brewers",Portland,US,37148,TN,Tennessee,36.577134,-86.453312
Tailgate Beer,7300 Charlotte Pike,Brewery,Nashville,US,37209,TN,Tennessee,,
The Chattanooga Brew Choo,21 W 28th St,"Breweries, Food & Drink",Chattanooga,US,37408,TN,Tennessee,35.0236,-85.31284
The New Brewery,Race St,"Bars & Clubs, Food & Drink, Nightlife, Breweries",Kingston,US,37763,TN,Tennessee,35.870834,-84.51531
Triple B Brewery,1069 Oak Drive Cir,Beer Garden and Brewery,Kingsport,US,37665,TN,Tennessee,,
"Triple B Brewery, Llc",935 Wilcox Ct,Brewers,Kingsport,US,37660,TN,Tennessee,36.524846,-82.559799
Wild Bill's Nashville,101 Broadway,"Music Venue, Karaoke Bar, and Brewery",Nashville,US,37201,TN,Tennessee,,
Wise Acre Llc,2783 Broad Ave,Brewers,Memphis,US,38112,TN,Tennessee,35.1468,-89.968841
Woodruff's Brewery,445 S Gay St,Brewery Downtown Knoxville,Knoxville,US,37902,TN,Tennessee,,
Yazoo Brewing Co,910 Division St,"Air Fresheners, Deordorant, Winemaking Equipment & Supplies, Brewers, Transportation Companies, Brewer Equipment Supplies & Services, Soap, Breweries, Wineries, Glue",Nashville,US,37203,TN,Tennessee,36.150935,-86.781925
Yee Haw Brewing Co.,126 Buffalo St,"Breweries, Food & Drink",Johnson City,US,37604,TN,Tennessee,36.315235,-82.35286
(512) Brewing Co,407 Radam Ln,brewery,Austin,US,78745,TX,Texas,,
10 Gallon Tours,1022 Texan Trl,"Wine Tours & Tastings, Food & Drink, Tours, Brewery Tours, transportation, Tour, shuttle service",Grapevine,US,76051,TX,Texas,32.938385,-97.06434
34th Street Discount,2514 S W 34th Ave,"Beverages Wholesale & Manufacturers, Convenience Stores, Cigars Cigarettes & Tobacco Wholesale & Manufacturers, Beverages Retail, Breweries, General Merchandise Stores, Liquor Stores, Cigarettes & Tobacco, Cigar Cigarette & Tobacco Dealers",Amarillo,US,79109,TX,Texas,35.178496,-101.864166
7 Pinos,507 513 N W G Ave,"Tx"">brewery",Fabens,US,79838,TX,Texas,31.5106988,-106.1569035
8th Wonder Brewery,2202 Dallas St,"Restaurant, Brewers, Brewery, Breweries, Wineries, Brewery Downtown Houston",Houston,US,77003,TX,Texas,29.749066,-95.355792
903 Brewers,1718 S Elm St,"Food & Drink, Breweries",Sherman,US,75090,TX,Texas,33.617188,-96.60703
Adelbert's Brewery,2314 Rutland Dr,"Food & Drink, Breweries",Austin,US,78758,TX,Texas,30.382618,-97.7201
Advanced Beverages,2403 Walnut Ridge St,"Beverage Manufacturers, Restaurant Equipment Manufacturers, Vanities, Breweries, Wholesale Restaurant Supplies, Wholesale Beverage Dispensing Equipment",Dallas,US,75229,TX,Texas,32.88393,-96.896794
Alamo Beer Company,202 Lamar St,"Food & Drink, Breweries",San Antonio,US,78202,TX,Texas,29.431126,-98.47728
Alamo City Microbrewery & Grill,Terminal A,Brewery and Bar Northeast San Antonio,San Antonio,US,78217,TX,Texas,,
Alamo Draft House San Antonio,323 Broadway St,"Restaurants, Bars & Pubs, Brewers, Movie Theaters",San Antonio,US,78227,TX,Texas,29.429732,-98.486465
All About Brew,1410 E Highway 90a,"Winemaking Equipment & Supplies, Brewer Equipment Supplies & Services",Richmond,US,77406,TX,Texas,29.595352,-95.739223
Allen's Land Brewing Co,3540 Oak Forest Dr,Breweries,Houston,US,77018,TX,Texas,29.819868,-95.436213
Andrews Distributing,254 Junior Beck Dr,"Importers, Wholesale Beer, Soft Drinks Retail, Grocery Stores & Supermarkets, Breweries, Beverages Retail, Wholesale Importers, Beer & Ale Distributors",Corpus Christi,US,78405,TX,Texas,27.76102,-97.468915
Anheuser-busch,2595 N Ellison Dr,"manufacturing, wholesale, food, brewer",San Antonio,US,78251,TX,Texas,29.462977,-98.698035
Arc's Wine Plus,3222 Navasota Cir,"Private Tours, Wine Tours & Tastings, More, Tours & Activities, Food & Drink, Tours, Brewery Tours, Beer Tastings & Tours",San Antonio,US,78259,TX,Texas,29.64923,-98.43303
Argus Cidery,12345 Pauls Valley Rd,"Tourist Information & Attractions, Food & Drink, Amusement Places & Arcades, Breweries",Austin,US,78737,TX,Texas,30.23646,-98.01069
Attractions With A Spin,8350 S Sam Houston Pkwy E,"City Tours, Brewery Tours, Bike Tours, Food Tours, Outdoor Activities, Food & Drink, Tours, More",Houston,US,77002,TX,Texas,29.601124,-95.27087
Austin Beerworks,3009 Industrial Ter,Brewery,Austin,US,78758,TX,Texas,30.37953096,-97.73024211
Austin Brewery Tours,4714 Mount Vernon Dr,"Private Tours, Bar, Club & Pub Tours, Wine Tours & Tastings, More, Tours & Activities, Food & Drink, Nightlife, Tours, Brewery Tours, Tour, Beer Tastings & Tours",Austin,US,78745,TX,Texas,30.218914,-97.7816
Austin Eastciders,979 Springdale Rd,"Beverage Manufacturers, Tours & Activities, Food & Drink, Breweries, Tours, Brewery Tours, Beer Tastings & Tours",Austin,US,78702,TX,Texas,30.26346,-97.696106
Austin Tour Company,607 Trinity St,"Brewery Tours, Private Tours, Wine Tours & Tastings, Distillery Tours, Boat Tours & Water Sports, Outdoor Activities, Tours, Food & Drink, More, Tour",Austin,US,78701,TX,Texas,30.267565,-97.73893
B & S Brewers Guild,900 Anders Ln,"Brewer Equipment Supplies & Services, Beer & Ale Distributors",Kemah,US,77565,TX,Texas,29.529096,-95.026796
B D Riley's,204 E 6th St,"Pubs, Bars & Pubs, Breweries, Irish Restaurants",Austin,US,78701,TX,Texas,30.267762,-97.741235
B-52 Brewing Co.,12470 Milroy Ln,"Breweries, Food & Drink",Conroe,US,77304,TX,Texas,30.34071,-95.55069
Bacchus Wine Storage,6620 S W Fwy Ste 236,"Brewers, Wineries",Houston,US,77074,TX,Texas,29.7163,-95.5003
Backroom,2015 E Riverside Dr,"Bars & Clubs, Austin Texas, Breweries & Wineries, Venues, Bar",Austin,US,78741,TX,Texas,,
Balcones Brewing Co.,401 W Live Oak,"TX"">Brewery",Austin,US,78704,TX,Texas,30.243212,-97.755549
Banger's Sausage House Beer Garden,79 Rainey St,"cocktail lounge restaurants, bar & grill restaurants, Bars, cocktail lounges, American Restaurants, Restaurants, casual dining, German Restaurants, breweries & brew pubs, Irish Restaurants, Bar & Grills, restaurants",Austin,US,78701,TX,Texas,30.25926,-97.73858
Bare Arms Brewing,2515 La Salle Ave,"Breweries, Food & Drink",Waco,US,,TX,Texas,31.52513,-97.13101
Bastrop Brewhouse,601 Chestnut St,Brewers,Bastrop,US,78602,TX,Texas,30.10971492,-97.32107055
Bell Mountain Vineyards,463 Bell Mountain Rd,"Wineries, Vineyards, Brewers",Fredericksburg,US,78675,TX,Texas,30.426616,-98.73347
Bell Mountain Wine Tasting Rm,6264 E Us Highway 290,"Brewers, Wineries",Fredericksburg,US,78624,TX,Texas,30.223297,-98.735434
Beverage Corner,2603 Hickory Tree Rd,"Breweries, Wholesale Foods",Mesquite,US,75180,TX,Texas,32.7339,-96.622554
Beverage Equipment Supply Co,9642 Hollock St,"Winemaking Equipment & Supplies, Brewer Equipment Supplies & Services, General Merchandise Stores, Liquor Stores, Bar Equipment Fixtures & Supplies, Wholesale Beverage Dispensing Equipment",Houston,US,77075,TX,Texas,29.63782,-95.24504
Beverage Zone,3555 Murphy Rd,"Wholesale Foods, Breweries",Richardson,US,75082,TX,Texas,32.999837,-96.613945
Big Bend Brewing Company,3401 W Highway 90,"Tours & Activities, Food & Drink, Breweries, Tours, Brewery Tours, Beer Tastings & Tours",Alpine,US,79830,TX,Texas,30.346375,-103.70357
Big Sam's Grill & Bar,13802 Embassy Row,Brewery,San Antonio,US,78216,TX,Texas,29.56576794,-98.48515749
Big Spring Brew Pub,3103 S Gregg," TX, Beverages, Big Spring, TX, Malt Beverages, Big Spring, Big Spring Brewers",Big Spring,US,79720,TX,Texas,,
Big Thicket Brewery,113 W Shepherd Ave,"Breweries, Food & Drink",Lufkin,US,75904,TX,Texas,31.338263,-94.72977
Bishop Cider Co.,509 N Bishop Ave,Brewery,Dallas,US,75208,TX,Texas,,
Bitter Sisters Brewing Company,15103 Surveyor Blvd,Brewery,Addison,US,75001,TX,Texas,,
"Bj's Restaurant and Brewhouse - Arlington, Bj's Restaurant and Brewhouse",201 E Interstate 20,"American Restaurant, Restaurant, Brewery, Pizza Place, American Restaurant, Pizza Place, and Brewery",Arlington,US,76018,TX,Texas,32.67922647,-97.11079359
"Bj's Restaurant and Brewhouse, Bj's Restaurant & Brewhouse",1101 Central Expy,"American Restaurant, Bars & Clubs, Brew Pubs, Restaurants, Pubs, Bars & Pubs, Brewery, Pizza Place",Plano,US,75075,TX,Texas,33.016787,-96.709043
Bj's Restaurant Brewhouse,5929 W Waco Dr,"Restaurant, American Restaurant, Pizza Place, and Brewery",Waco,US,76710,TX,Texas,31.513712,-97.188805
"Bjs Restaurant Brewhouse, Bj's Restaurant and Brewhouse",20536 Katy Fwy,"American Restaurant, Restaurant, American Restaurant, Pizza Place, and Brewery West Green Reserves, Brewery, Pizza Place, American Restaurant, Pizza Place, and Brewery",Katy,US,77449,TX,Texas,,
Black Star Co-op,7020 E Wind Dr,Brewers,Austin,US,78752,TX,Texas,30.338596,-97.718693
Black Star Co-op Pub & Brewery,7020 Easy Wind Dr,"Restaurant, Pub, Brewery",Austin,US,78752,TX,Texas,30.33825036,-97.71896839
Blackwater Draw Brewing Company (303 Cstx),303 Boyett St,Brewery,College Station,US,77840,TX,Texas,,
Blue Rhino,752 Wynnewood Village Shp Ctr,"Supermarket, Supermarket Southwest Dallas, Cheese Shops, Grocery Stores & Supermarkets, Breweries, Beer & Ale Distributors, Propane Gas Refilling Stations, Beer & Ale Retail",Dallas,US,75224,TX,Texas,32.721145,-96.833249
Blue Room,3719 Highway 3,"Dickinson Houston, Cocktail Lounges, Bars & Clubs, Restaurants, Barbecue, Breweries & Brew Pubs, Bars & Pubs, Venues, Cocktail Lounge Restaurants, Taverns, Bars, Bar, Bar & Grill Restaurants",Dickinson,US,77539,TX,Texas,29.464064,-95.05493
Blue Star Brewing Company,1414 S Alamo St,"Brewery, Beer Garden, and BBQ Joint, Beer Gardens, BBQ Joints, Breweries, BBQ Joint, Brewery, Beer Garden, Brewery, Beer Garden, and BBQ Joint King William",San Antonio,US,78210,TX,Texas,29.40949739,-98.49527375
Boiled Owl Tavern The,909 W Magnolia Ave,"cocktail lounge restaurants, bar & grill restaurants, cocktail lounges, breweries & brew pubs",Fort Worth,US,76104-4571,TX,Texas,,
Bone Daddy's House of Smoke,19901 Gulf Fwy,"BBQ Joint, Brewery, and Pub, Pub, Brewery, BBQ Joint",Webster,US,77598,TX,Texas,29.5371955,-95.13745765
Bone S,7420 Bayway Dr,"Restaurants, Bars & Pubs, breweries & brew pubs, restaurants",Baytown,US,77520-1308,TX,Texas,,
Boston's Restaurant & Sports Bar,6800 State Highway 121,"American Restaurant, Brewery, Pizza Place, American Restaurant, Pizza Place, and Brewery",Mckinney,US,75070,TX,Texas,33.13726677,-96.70151145
Bottom of The Hill,2458 Fm 2458,"Breweries, Beer & Ale Distributors, Campgrounds & RV Parks, Beer & Ale Retail, Bar & Grill Restaurants",Justiceburg,US,79330,TX,Texas,33.055149,-101.160785
"Braindead Brewing, Brain Dead Brewing",2625 Main St,"Brewery and Bar Deep Ellum, Brewers, Brewery and Bar, Brewery, Bar",Dallas,US,75226,TX,Texas,32.783817,-96.785387
Branchline Brewing Company,3633 Metro Pkwy San Antonio Tx 78247,Brewery,San Antonio,US,78247,TX,Texas,29.56101928,-98.42834747
Brazos Valley Brewery,201 W First St,"Food & Drink, Breweries",Brenham,US,77833,TX,Texas,30.164656,-96.3987
Brew House,5022 Pinemont Dr,"Bars & Pubs, Breweries",Houston,US,77092,TX,Texas,29.841167,-95.465575
Brew Mile,1300 Robert B Cullum Blvd,Brewers,Dallas,US,75210,TX,Texas,32.775872,-96.764108
Brew of H Llc,2500 S Millbend Doctor 5204,Brewers,Thewoodlands,US,77380,TX,Texas,30.139418,-95.470469
Brewer Brick Restoration,1843 Bingle Rd,"Houston Masonry & Bricklaying|Brewer Brick Restoration|, Masonry & Bricklaying",Houston,US,77055,TX,Texas,,
Brewer David,1308 Continental Dr S,"San Antonio Builders, Brewer David",Pleasanton,US,78064,TX,Texas,,
Brewer Holdings,4107 Holland Ave,"Brewer Equipment Supplies & Services, Alcoholic Beverages Wholesale & Manufacturers",Dallas,US,75219,TX,Texas,32.816425,-96.807414
Brewer Landscape,209 Benton Dr,"Keller Lawn Maintenance, Brewer Landscape",Roanoke,US,76262,TX,Texas,,
Brewer's Tree Service,2023 Daisy Ln,"Tree Service, Lawn Maintenance, Landscaping & Lawn Services, Fort Worth Tree Service, Brewer's Tree Service, Garbage Collection, Waste Management",Fort Worth,US,76111,TX,Texas,32.7845,-97.31592
Brewery Tap,911 Franklin St,"Bars & Pubs, Breweries",Houston,US,77002,TX,Texas,29.763411,-95.360568
Brews Crews Tours,3310 Louisiana,"Food & Drink, Tours & Activities, Tours, Brewery Tours, Beer Tastings & Tours, Tour",Houston,US,77006,TX,Texas,29.742489,-95.380585
Brewster's Pizza & Wimberley Brewing,9595 Ranch Road 12,"Brewery, Pizza Place, Pizza Place and Brewery",Wimberley,US,78676,TX,Texas,29.9409982,-98.09218637
Brickhouse Tavern + Tap,4900 W Park Blvd (preston Rd),"Brewery, Bar, Burger Joint",Plano,US,75093,TX,Texas,33.0264759,-96.79246902
Buddha's Brew Kombucha,7800 W Highway 71,Brewers,Austin,US,78735,TX,Texas,30.243104,-97.883175
Buffalo Bayou Brewing Company,5301 Nolda St,"Brewery Cottage Grove, Food & Drink, Breweries, Brewery, Alcoholic Beverages Wholesale & Manufacturers",Houston,US,77007,TX,Texas,29.776081,-95.416026
Busted Sandal Brewery,7114 Oaklawn Dr,"Brewery Northwest Side, Brewery",San Antonio,US,78229,TX,Texas,29.49903442,-98.55582219
Cadbury Schweppes,100 Aviation Pkwy,"Beverage Manufacturers, Breweries",Waco,US,76705,TX,Texas,31.617558,-97.054411
Capitol Pub,5221 Capitol Ave,"Bars & Pubs, Brewers",Dallas,US,75206,TX,Texas,32.814788,-96.779088
Carl's Bad Tavern,7949 Jacksboro Hwy,"bar & grill restaurants, wine bar restaurants, breweries & brew pubs, restaurants",Lake Worth,US,76135-4305,TX,Texas,,
Champions Liquor,6450 W Farm To Market 1960 Houston Tx 77069,Brewery,Houston,US,77069,TX,Texas,,
Cheers Pub,502 N Friendswood Dr,"Cocktail Lounges, Bars & Clubs, autos, Bars & Pubs, Restaurants, Breweries & Brew Pubs, Venues, Night Clubs, Clubs, Taverns, Bars, Lounge, Friendswood, Brew Pubs, cars, Night Clubs & Live Music, fuel & gas station, Bar & Grills",Friendswood,US,77546,TX,Texas,29.537813,-95.21209
Chisholm Trail Winery,2367 Usener Rd,"Wineries, Vineyards, Brewers",Fredericksburg,US,78624,TX,Texas,30.265922,-99.035331
Chupacabra Craft Beer,418 N Main,"Food & Drink, Breweries",Salado,US,,TX,Texas,30.951265,-97.53622
Circle Brewing Company,2340 W Braker Ln,Brewery,Austin,US,78758,TX,Texas,30.3853019,-97.71585944
Cobra Brewing Company,146 Whatley Ave,"Brew Pubs, Restaurants, Food & Drink, Beer & Ale, Brewery, Breweries",Lewisville,US,75057,TX,Texas,33.044113,-96.99386
Coca Cola Svc Dept,2311 Denton Dr,"Beverage Manufacturers, Bottlers, Breweries, Wholesale Restaurant Supplies",Austin,US,78758,TX,Texas,30.387208,-97.716883
